SYMBOL_CODE,COMPANY_NAME,SYMBOL_NAME,IndexName,SECTOR_NAME,INDUSTRY,INSTRUMENT
541467,HDFC Mutual Fund,H1119D40RG,,-,-,MF
541468,ICICI Prudential Mutual Fund,IPRU3117,,-,-,MF
541469,HDFC Mutual Fund,H1119D40RD,,-,-,MF
541470,HDFC Mutual Fund,H1119D40RQ,,-,-,MF
541471,ICICI Prudential Mutual Fund,IPRU3118,,-,-,MF
541472,ICICI Prudential Mutual Fund,IPRU9320,,-,-,MF
541473,ICICI Prudential Mutual Fund,IPRU3119,,-,-,MF
541474,ICICI Prudential Mutual Fund,IPRU9321,,-,-,MF
541475,ICICI Prudential Mutual Fund,IPRU9322,,-,-,MF
541476,ICICI Prudential Mutual Fund,IPRU9318,,-,-,MF
541477,DSP Mutual Fund,D36MS232RG,,-,-,MF
541478,DSP Mutual Fund,D36MS232RR,,-,-,MF
541479,DSP Mutual Fund,D36MS232DG,,-,-,MF
541480,DSP Mutual Fund,D36MS232DR,,-,-,MF
541481,Axis Mutual Fund,AXISWED1D,,-,-,MF
541482,Axis Mutual Fund,AXISWEDGG,,-,-,MF
541483,Axis Mutual Fund,AXISWEDPD,,-,-,MF
541484,Axis Mutual Fund,AXISWEGPG,,-,-,MF
541486,SBI Mutual Fund,SDFSC17GR,,-,-,MF
541487,SBI Mutual Fund,SDFSC17DR,,-,-,MF
541488,SBI Mutual Fund,SDFSC17GD,,-,-,MF
541489,SBI Mutual Fund,SDFSC17DD,,-,-,MF
541490,ICICI Prudential Mutual Fund,IPRU3121,,-,-,MF
541491,ICICI Prudential Mutual Fund,IPRU3123,,-,-,MF
541492,ICICI Prudential Mutual Fund,IPRU9323,,-,-,MF
541493,ICICI Prudential Mutual Fund,IPRU9324,,-,-,MF
541494,ICICI Prudential Mutual Fund,IPRU9325,,-,-,MF
541495,Nippon India Mutual Fund,NXXXVII09X,,-,-,MF
541496,Nippon India Mutual Fund,NXXXVII09Z,,-,-,MF
541497,Nippon India Mutual Fund,NXXXVII09D,,-,-,MF
541498,Nippon India Mutual Fund,NXXXVII09G,,-,-,MF
541499,SBI Mutual Fund,SDFSC18GR,,-,-,MF
541500,SBI Mutual Fund,SDFSC18DR,,-,-,MF
541501,SBI Mutual Fund,SDFSC18GD,,-,-,MF
541502,SBI Mutual Fund,SDFSC18DD,,-,-,MF
541504,Kotak Mahindra Mutual Fund,KTKFMP230RG,,-,-,MF
541505,Kotak Mahindra Mutual Fund,KTKFMP230DG,,-,-,MF
541506,Kotak Mahindra Mutual Fund,KTKFMP230DD,,-,-,MF
541507,Tata Mutual Fund,T54BA,,-,-,MF
541508,Tata Mutual Fund,T54BC,,-,-,MF
541509,Tata Mutual Fund,T54BB,,-,-,MF
541510,Tata Mutual Fund,T54BD,,-,-,MF
541511,HDFC Mutual Fund,H1113D41DG,,-,-,MF
541512,HDFC Mutual Fund,H1113D41DQ,,-,-,MF
541513,ICICI Prudential Mutual Fund,IPRU3113,,-,-,MF
541514,HDFC Mutual Fund,H1113D41RG,,-,-,MF
541515,ICICI Prudential Mutual Fund,IPRU3114,,-,-,MF
541516,HDFC Mutual Fund,H1113D41RD,,-,-,MF
541517,HDFC Mutual Fund,H1113D41RQ,,-,-,MF
541518,ICICI Prudential Mutual Fund,IPRU3115,,-,-,MF
541519,ICICI Prudential Mutual Fund,IPRU9315,,-,-,MF
541520,ICICI Prudential Mutual Fund,IPRU9316,,-,-,MF
541521,ICICI Prudential Mutual Fund,IPRU9317,,-,-,MF
541522,Nippon India Mutual Fund,RXXXVII13X,,-,-,MF
541523,Nippon India Mutual Fund,RXXXVII13Z,,-,-,MF
541524,Nippon India Mutual Fund,RXXXVII13D,,-,-,MF
541525,Nippon India Mutual Fund,RXXXVII13G,,-,-,MF
541526,Tata Mutual Fund,T55AA,,-,-,MF
541527,Tata Mutual Fund,T55AB,,-,-,MF
541528,Tata Mutual Fund,T55AC,,-,-,MF
541529,Tata Mutual Fund,T55AD,,-,-,MF
541530,Nippon India Mutual Fund,NXXXVII12Z,,-,-,MF
541531,Nippon India Mutual Fund,NXXXVII12D,,-,-,MF
541532,Nippon India Mutual Fund,NXXXVII12G,,-,-,MF
541533,DSP Mutual Fund,D36MS233RG,,-,-,MF
541534,DSP Mutual Fund,D36MS233RR,,-,-,MF
541535,DSP Mutual Fund,D36MS233RQ,,-,-,MF
541536,DSP Mutual Fund,D36MS233DG,,-,-,MF
541537,Axis Mutual Fund,AXISWFDGG,,-,-,MF
541538,Axis Mutual Fund,AXISWFDPD,,-,-,MF
541539,Axis Mutual Fund,AXISWFGPG,,-,-,MF
541541,Bandhan Mutual Fund,IDFTP151RG,,-,-,MF
541542,Bandhan Mutual Fund,IDFTP151RQ,,-,-,MF
541543,Bandhan Mutual Fund,IDFTP151RP,,-,-,MF
541544,Bandhan Mutual Fund,IDFTP151DG,,-,-,MF
541547,Nippon India Mutual Fund,NXXXVII15Z,,-,-,MF
541548,ICICI Prudential Mutual Fund,IPRU3126,,-,-,MF
541549,Nippon India Mutual Fund,NXXXVII15D,,-,-,MF
541550,ICICI Prudential Mutual Fund,IPRU3127,,-,-,MF
541551,Nippon India Mutual Fund,NXXXVII15G,,-,-,MF
541552,ICICI Prudential Mutual Fund,IPRU3128,,-,-,MF
541553,ICICI Prudential Mutual Fund,IPRU9328,,-,-,MF
541554,ICICI Prudential Mutual Fund,IPRU9329,,-,-,MF
541555,ICICI Prudential Mutual Fund,IPRU9330,,-,-,MF
541558,ICICI Prudential Mutual Fund,IPRU3134,,-,-,MF
541559,ICICI Prudential Mutual Fund,IPRU9336,,-,-,MF
541560,Bandhan Mutual Fund,IDFTP153RG,,-,-,MF
541561,Bandhan Mutual Fund,IDFTP153RQ,,-,-,MF
541562,Bandhan Mutual Fund,IDFTP153DG,,-,-,MF
541563,Bandhan Mutual Fund,IDFTP153DQ,,-,-,MF
541564,Bandhan Mutual Fund,IDFTP153DP,,-,-,MF
541565,Bandhan Mutual Fund,IDFTP152RH,,-,-,MF
541566,Bandhan Mutual Fund,IDFTP152DG,,-,-,MF
541567,Bandhan Mutual Fund,IDFTP152RG,,-,-,MF
541568,DSP Mutual Fund,D36MS235RG,,-,-,MF
541569,DSP Mutual Fund,D36MS235RR,,-,-,MF
541570,DSP Mutual Fund,D36MS235RQ,,-,-,MF
541571,DSP Mutual Fund,D36MS235DG,,-,-,MF
541572,Kotak Mahindra Mutual Fund,KTKFMP232RG,,-,-,MF
541573,Kotak Mahindra Mutual Fund,KTKFMP232RD,,-,-,MF
541574,Kotak Mahindra Mutual Fund,KTKFMP232DG,,-,-,MF
541575,Bandhan Mutual Fund,IDFTP154RH,,-,-,MF
541576,Bandhan Mutual Fund,IDFTP154DG,,-,-,MF
541577,Bandhan Mutual Fund,IDFTP154RG,,-,-,MF
541579,HDFC Mutual Fund,H1099D41DG,,-,-,MF
541580,HDFC Mutual Fund,H1099D41DD,,-,-,MF
541581,HDFC Mutual Fund,H1099D41DQ,,-,-,MF
541582,Kotak Mahindra Mutual Fund,KTKFMP233RG,,-,-,MF
541583,Kotak Mahindra Mutual Fund,KTKFMP233DG,,-,-,MF
541584,HDFC Mutual Fund,H1099D41RG,,-,-,MF
541585,Kotak Mahindra Mutual Fund,KTKFMP233DD,,-,-,MF
541586,HDFC Mutual Fund,H1099D41RD,,-,-,MF
541587,HDFC Mutual Fund,H1099D41RQ,,-,-,MF
541588,Nippon India Mutual Fund,NXXXVIII1Z,,-,-,MF
541589,Nippon India Mutual Fund,NXXXVIII1X,,-,-,MF
541590,Nippon India Mutual Fund,NXXXVIII1G,,-,-,MF
541591,Tata Mutual Fund,T55BA,,-,-,MF
541592,Tata Mutual Fund,T55BC,,-,-,MF
541593,Tata Mutual Fund,T55BB,,-,-,MF
541594,Tata Mutual Fund,T55BD,,-,-,MF
541595,HDFC Mutual Fund,H1124D41DG,,-,-,MF
541596,HDFC Mutual Fund,H1124D41DD,,-,-,MF
541597,HDFC Mutual Fund,H1124D41DQ,,-,-,MF
541598,HDFC Mutual Fund,H1124D41RG,,-,-,MF
541599,HDFC Mutual Fund,H1124D41RD,,-,-,MF
541600,HDFC Mutual Fund,H1124D41RQ,,-,-,MF
541602,Nippon India Mutual Fund,RXXXVIII4Z,,-,-,MF
541603,Nippon India Mutual Fund,RXXXVIII4X,,-,-,MF
541604,Nippon India Mutual Fund,RXXXVIII4G,,-,-,MF
541605,Axis Mutual Fund,AXISWGDGG,,-,-,MF
541606,Axis Mutual Fund,AXISWGDQD,,-,-,MF
541607,Axis Mutual Fund,AXISWGGPG,,-,-,MF
541608,Axis Mutual Fund,AXISWGHDD,,-,-,MF
541609,Axis Mutual Fund,AXISWGQDD,,-,-,MF
541610,Axis Mutual Fund,AXISWGRDD,,-,-,MF
541611,SBI Mutual Fund,SDFSC19GR,,-,-,MF
541612,SBI Mutual Fund,SDFSC19DR,,-,-,MF
541613,SBI Mutual Fund,SDFSC19GD,,-,-,MF
541614,SBI Mutual Fund,SDFSC19DD,,-,-,MF
541615,HDFC Mutual Fund,H1122D41DG,,-,-,MF
541616,HDFC Mutual Fund,H1122D41DD,,-,-,MF
541617,HDFC Mutual Fund,H1122D41DQ,,-,-,MF
541618,HDFC Mutual Fund,H1122D41RG,,-,-,MF
541619,HDFC Mutual Fund,H1122D41RD,,-,-,MF
541620,HDFC Mutual Fund,H1122D41RQ,,-,-,MF
541621,Nippon India Mutual Fund,NXXXVIII3X,,-,-,MF
541622,Nippon India Mutual Fund,NXXXVIII3Z,,-,-,MF
541623,Nippon India Mutual Fund,NXXXVIII3D,,-,-,MF
541624,Nippon India Mutual Fund,NXXXVIII3G,,-,-,MF
541625,ICICI Prudential Mutual Fund,IPRU3145,,-,-,MF
541626,ICICI Prudential Mutual Fund,IPRU9347,,-,-,MF
541628,DSP Mutual Fund,D36MS236RG,,-,-,MF
541629,DSP Mutual Fund,D36MS236RR,,-,-,MF
541630,DSP Mutual Fund,D36MS236RQ,,-,-,MF
541631,DSP Mutual Fund,D36MS236DG,,-,-,MF
541632,DSP Mutual Fund,D36MS236DR,,-,-,MF
541635,Nippon India Mutual Fund,NXXXVIII2X,,-,-,MF
541636,Nippon India Mutual Fund,NXXXVIII2Z,,-,-,MF
541637,Nippon India Mutual Fund,NXXXVIII2D,,-,-,MF
541638,Nippon India Mutual Fund,NXXXVIII2G,,-,-,MF
541639,Nippon India Mutual Fund,NXXXVIII5X,,-,-,MF
541640,Nippon India Mutual Fund,NXXXVIII5Z,,-,-,MF
541641,Nippon India Mutual Fund,NXXXVIII5D,,-,-,MF
541642,Nippon India Mutual Fund,NXXXVIII5G,,-,-,MF
541643,ICICI Prudential Mutual Fund,IPRU3151,,-,-,MF
541644,ICICI Prudential Mutual Fund,IPRU9353,,-,-,MF
541645,Bandhan Mutual Fund,IDFTP156DG,,-,-,MF
541646,Bandhan Mutual Fund,IDFTP156RG,,-,-,MF
541647,Bandhan Mutual Fund,IDFTP156RQ,,-,-,MF
541648,Bandhan Mutual Fund,IDFTP156RP,,-,-,MF
541649,DSP Mutual Fund,D36MS237RG,,-,-,MF
541650,DSP Mutual Fund,D36MS237RR,,-,-,MF
541651,DSP Mutual Fund,D36MS237RQ,,-,-,MF
541652,DSP Mutual Fund,D36MS237DG,,-,-,MF
541653,DSP Mutual Fund,D36MS237DQ,,-,-,MF
541654,ICICI Prudential Mutual Fund,IPRU3137,,-,-,MF
541655,ICICI Prudential Mutual Fund,IPRU3138,,-,-,MF
541656,ICICI Prudential Mutual Fund,IPRU3139,,-,-,MF
541657,ICICI Prudential Mutual Fund,IPRU9339,,-,-,MF
541658,Kotak Mahindra Mutual Fund,KTKFMP235RG,,-,-,MF
541659,Kotak Mahindra Mutual Fund,KTKFMP235RD,,-,-,MF
541660,Kotak Mahindra Mutual Fund,KTKFMP235DG,,-,-,MF
541661,DSP Mutual Fund,D36MS238RG,,-,-,MF
541662,DSP Mutual Fund,D36MS238RR,,-,-,MF
541663,DSP Mutual Fund,D36MS238RQ,,-,-,MF
541664,DSP Mutual Fund,D36MS238DG,,-,-,MF
541665,DSP Mutual Fund,D36MS238DR,,-,-,MF
541666,DSP Mutual Fund,D36MS239RG,,-,-,MF
541667,DSP Mutual Fund,D36MS239RR,,-,-,MF
541668,DSP Mutual Fund,D36MS239DG,,-,-,MF
541669,Kotak Mahindra Mutual Fund,KTKFMP234RG,,-,-,MF
541670,Kotak Mahindra Mutual Fund,KTKFMP234RD,,-,-,MF
541671,Kotak Mahindra Mutual Fund,KTKFMP234DG,,-,-,MF
541672,ICICI Prudential Mutual Fund,IPRU3143,,-,-,Equity
541673,ICICI Prudential Mutual Fund,IPRU3144,,-,-,Equity
541674,ICICI Prudential Mutual Fund,IPRU9345,,-,-,Equity
541675,ICICI Prudential Mutual Fund,IPRU9346,,-,-,Equity
541676,Tata Mutual Fund,TVF1D,,-,-,Equity
541677,Tata Mutual Fund,TVF1DZ,,-,-,Equity
541678,Tata Mutual Fund,TVF1G,,-,-,Equity
541679,Tata Mutual Fund,TVF1GZ,,-,-,Equity
541680,ICICI Prudential Mutual Fund,IPRU3148,,-,-,MF
541681,ICICI Prudential Mutual Fund,IPRU3149,,-,-,MF
541682,ICICI Prudential Mutual Fund,IPRU3150,,-,-,MF
541683,ICICI Prudential Mutual Fund,IPRU9350,,-,-,MF
541684,ICICI Prudential Mutual Fund,IPRU9351,,-,-,MF
541685,SBI Mutual Fund,SDFSC20GR,,-,-,MF
541686,SBI Mutual Fund,SDFSC20DR,,-,-,MF
541687,ICICI Prudential Mutual Fund,IPRU3154,,-,-,MF
541688,SBI Mutual Fund,SDFSC20GD,,-,-,MF
541689,SBI Mutual Fund,SDFSC20DD,,-,-,MF
541690,ICICI Prudential Mutual Fund,IPRU3155,,-,-,MF
541691,ICICI Prudential Mutual Fund,IPRU9356,,-,-,MF
541692,Tata Mutual Fund,T55DA,,-,-,MF
541693,Tata Mutual Fund,T55DC,,-,-,MF
541694,Tata Mutual Fund,T55DB,,-,-,MF
541695,Tata Mutual Fund,T55DD,,-,-,MF
541696,Bandhan Mutual Fund,IDFTP159RG,,-,-,MF
541697,Bandhan Mutual Fund,IDFTP159RP,,-,-,MF
541698,Bandhan Mutual Fund,IDFTP159RH,,-,-,MF
541699,Bandhan Mutual Fund,IDFTP159DG,,-,-,MF
541704,Nippon India Mutual Fund,NXXXVIII6Z,,-,-,MF
541705,Nippon India Mutual Fund,NXXXVIII6X,,-,-,MF
541706,Nippon India Mutual Fund,NXXXVIII6D,,-,-,MF
541707,Nippon India Mutual Fund,NXXXVIII6G,,-,-,MF
541708,HDFC Mutual Fund,H1133D41DG,,-,-,MF
541709,HDFC Mutual Fund,H1133D41DD,,-,-,MF
541710,HDFC Mutual Fund,H1133D41DQ,,-,-,MF
541711,HDFC Mutual Fund,H1133D41RG,,-,-,MF
541712,HDFC Mutual Fund,H1133D41RD,,-,-,MF
541713,HDFC Mutual Fund,H1133D41RQ,,-,-,MF
541714,Nippon India Mutual Fund,RXXXVIII8X,,-,-,MF
541715,Nippon India Mutual Fund,RXXXVIII8Z,,-,-,MF
541716,Nippon India Mutual Fund,RXXXVIII8D,,-,-,MF
541717,Nippon India Mutual Fund,RXXXVIII8G,,-,-,MF
541718,Tata Mutual Fund,T55EA,,-,-,MF
541719,Tata Mutual Fund,T55EC,,-,-,MF
541720,Tata Mutual Fund,T55EB,,-,-,MF
541721,Tata Mutual Fund,T55ED,,-,-,MF
541722,Kotak Mahindra Mutual Fund,KTKFMP237RG,,-,-,MF
541723,Kotak Mahindra Mutual Fund,KTKFMP237RD,,-,-,MF
541724,Kotak Mahindra Mutual Fund,KTKFMP237DG,,-,-,MF
541725,Bandhan Mutual Fund,IDFCEOS6RG,,-,-,Equity
541726,Bandhan Mutual Fund,IDFCEOS6RD,,-,-,Equity
541727,Bandhan Mutual Fund,IDFCEOS6DG,,-,-,Equity
541728,Bandhan Mutual Fund,IDFCEOS6DD,,-,-,Equity
541731,Nippon India Mutual Fund,NXXXVIII7X,,-,-,MF
541732,Nippon India Mutual Fund,NXXXVIII7Z,,-,-,MF
541733,Nippon India Mutual Fund,NXXXVIII7D,,-,-,MF
541734,Nippon India Mutual Fund,NXXXVIII7G,,-,-,MF
541736,ICICI Prudential Mutual Fund,IPRU3157,,-,-,MF
541737,ICICI Prudential Mutual Fund,IPRU3158,,-,-,MF
541738,ICICI Prudential Mutual Fund,IPRU3159,,-,-,MF
541739,ICICI Prudential Mutual Fund,IPRU9359,,-,-,MF
541740,ICICI Prudential Mutual Fund,IPRU9360,,-,-,MF
541742,Tata Mutual Fund,TVF2D,,-,-,Equity
541743,Tata Mutual Fund,TVF2DZ,,-,-,Equity
541744,Tata Mutual Fund,TVF2G,,-,-,Equity
541745,Tata Mutual Fund,TVF2GZ,,-,-,Equity
541746,DSP Mutual Fund,D36MS241RG,,-,-,MF
541747,DSP Mutual Fund,D36MS241RR,,-,-,MF
541748,DSP Mutual Fund,D36MS241RQ,,-,-,MF
541749,DSP Mutual Fund,D36MS241DG,,-,-,MF
541750,DSP Mutual Fund,D36MS241DQ,,-,-,MF
541751,HDFC Mutual Fund,H1105D42DG,,-,-,MF
541752,HDFC Mutual Fund,H1105D42DD,,-,-,MF
541753,HDFC Mutual Fund,H1105D42DQ,,-,-,MF
541754,HDFC Mutual Fund,H1105D42RG,,-,-,MF
541755,HDFC Mutual Fund,H1105D42RD,,-,-,MF
541756,HDFC Mutual Fund,H1105D42RQ,,-,-,MF
541757,Bandhan Mutual Fund,IDFTP160RG,,-,-,MF
541758,Bandhan Mutual Fund,IDFTP160RQ,,-,-,MF
541759,Bandhan Mutual Fund,IDFTP160DG,,-,-,MF
541760,Bandhan Mutual Fund,IDFTP160DP,,-,-,MF
541761,DSP Mutual Fund,D3MS242RG,,-,-,MF
541762,DSP Mutual Fund,D3MS242RQ,,-,-,MF
541763,DSP Mutual Fund,D3MS242DG,,-,-,MF
541764,DSP Mutual Fund,D3MS242DR,,-,-,MF
541765,DSP Mutual Fund,D3MS242DQ,,-,-,MF
541766,Nippon India Mutual Fund,NXXVIII10X,,-,-,MF
541767,Nippon India Mutual Fund,NXXVIII10Z,,-,-,MF
541768,Nippon India Mutual Fund,NXXVIII10D,,-,-,MF
541769,Nippon India Mutual Fund,NXXVIII10G,,-,-,MF
541772,Kotak Mahindra Mutual Fund,KTKFMP240RG,,-,-,MF
541773,Kotak Mahindra Mutual Fund,KTKFMP240RD,,-,-,MF
541774,Kotak Mahindra Mutual Fund,KTKFMP240DG,,-,-,MF
541775,ICICI Prudential Mutual Fund,IPRU3160,,-,-,MF
541776,ICICI Prudential Mutual Fund,IPRU3161,,-,-,MF
541777,ICICI Prudential Mutual Fund,IPRU9362,,-,-,MF
541779,HDFC Mutual Fund,H1113D42DG,,-,-,MF
541780,HDFC Mutual Fund,H1113D42DD,,-,-,MF
541781,HDFC Mutual Fund,H1113D42DQ,,-,-,MF
541782,HDFC Mutual Fund,H1113D42RG,,-,-,MF
541783,HDFC Mutual Fund,H1113D42RD,,-,-,MF
541784,HDFC Mutual Fund,H1113D42RQ,,-,-,MF
541785,HDFC Mutual Fund,H1141D42DG,,-,-,MF
541786,HDFC Mutual Fund,H1141D42DD,,-,-,MF
541787,HDFC Mutual Fund,H1141D42DQ,,-,-,MF
541788,HDFC Mutual Fund,H1141D42RG,,-,-,MF
541789,HDFC Mutual Fund,H1141D42RD,,-,-,MF
541790,HDFC Mutual Fund,H1141D42RQ,,-,-,MF
541791,Tata Mutual Fund,T55FA,,-,-,MF
541792,Tata Mutual Fund,T55FC,,-,-,MF
541793,Tata Mutual Fund,T55FB,,-,-,MF
541794,Tata Mutual Fund,T55FD,,-,-,MF
541795,Nippon India Mutual Fund,NXXVIII12X,,-,-,MF
541796,Nippon India Mutual Fund,NXXVIII12Z,,-,-,MF
541797,Nippon India Mutual Fund,NXXVIII12D,,-,-,MF
541798,Nippon India Mutual Fund,NXXVIII12G,,-,-,MF
541800,Kotak Mahindra Mutual Fund,KTKFMP239RG,,-,-,MF
541801,Kotak Mahindra Mutual Fund,KTKFMP239RD,,-,-,MF
541802,Kotak Mahindra Mutual Fund,KTKFMP239DG,,-,-,MF
541803,Kotak Mahindra Mutual Fund,KTKFMP239DD,,-,-,MF
541804,ICICI Prudential Mutual Fund,IPRU3168,,-,-,Equity
541805,ICICI Prudential Mutual Fund,IPRU3169,,-,-,Equity
541806,ICICI Prudential Mutual Fund,IPRU9370,,-,-,Equity
541807,ICICI Prudential Mutual Fund,IPRU9371,,-,-,Equity
541808,ICICI Prudential Mutual Fund,IPRU3176,,-,-,MF
541809,ICICI Prudential Mutual Fund,NEXT50IETF,,-,-,Equity
541810,ICICI Prudential Mutual Fund,IPRU3177,,-,-,MF
541811,ICICI Prudential Mutual Fund,IPRU3178,,-,-,MF
541812,ICICI Prudential Mutual Fund,IPRU9378,,-,-,MF
541813,Kotak Mahindra Mutual Fund,KTKFMP242RG,,-,-,MF
541814,Kotak Mahindra Mutual Fund,KTKFMP242RD,,-,-,MF
541815,Kotak Mahindra Mutual Fund,KTKFMP242DG,,-,-,MF
541816,Kotak Mahindra Mutual Fund,KTKFMP242DD,,-,-,MF
541817,Tata Mutual Fund,T55GA,,-,-,MF
541818,Tata Mutual Fund,T55GC,,-,-,MF
541819,Tata Mutual Fund,T55GB,,-,-,MF
541820,Tata Mutual Fund,T55GD,,-,-,MF
541821,DSP Mutual Fund,D36MS243RG,,-,-,MF
541822,DSP Mutual Fund,D36MS243RR,,-,-,MF
541823,DSP Mutual Fund,D36MS243RQ,,-,-,MF
541824,DSP Mutual Fund,D36MS243DG,,-,-,MF
541825,DSP Mutual Fund,D36MS243DR,,-,-,MF
541826,DSP Mutual Fund,D36MS243DQ,,-,-,MF
541827,Nippon India Mutual Fund,NXXVIII11X,,-,-,MF
541828,Nippon India Mutual Fund,NXXVIII11Z,,-,-,MF
541829,Nippon India Mutual Fund,NXXVIII11D,,-,-,MF
541830,Nippon India Mutual Fund,NXXVIII11G,,-,-,MF
541831,Nippon India Mutual Fund,XXXVIII13X,,-,-,MF
541832,Nippon India Mutual Fund,XXXVIII13Z,,-,-,MF
541833,Nippon India Mutual Fund,XXXVIII13D,,-,-,MF
541834,Nippon India Mutual Fund,XXXVIII13G,,-,-,MF
541835,Nippon India Mutual Fund,NXXVIII14X,,-,-,MF
541836,Nippon India Mutual Fund,NXXVIII14Z,,-,-,MF
541837,Nippon India Mutual Fund,NXXVIII14D,,-,-,MF
541838,Nippon India Mutual Fund,NXXVIII14G,,-,-,MF
541839,Nippon India Mutual Fund,XXXVIII15X,,-,-,MF
541840,Nippon India Mutual Fund,XXXVIII15Z,,-,-,MF
541841,Nippon India Mutual Fund,XXXVIII15D,,-,-,MF
541842,Nippon India Mutual Fund,XXXVIII15G,,-,-,MF
541843,Nippon India Mutual Fund,NXXXIX1Z,,-,-,MF
541844,Nippon India Mutual Fund,NXXXIX1X,,-,-,MF
541845,Nippon India Mutual Fund,NXXXIX1D,,-,-,MF
541846,Nippon India Mutual Fund,NXXXIX1G,,-,-,MF
541847,Bandhan Mutual Fund,IDFTP161RG,,-,-,MF
541848,Bandhan Mutual Fund,IDFTP161RH,,-,-,MF
541849,Bandhan Mutual Fund,IDFTP161DG,,-,-,MF
541850,HDFC Mutual Fund,HD110542DG,,-,-,MF
541851,HDFC Mutual Fund,HD110542DD,,-,-,MF
541852,HDFC Mutual Fund,HD110542DQ,,-,-,MF
541853,HDFC Mutual Fund,HD110542RG,,-,-,MF
541854,HDFC Mutual Fund,HD110542RD,,-,-,MF
541855,HDFC Mutual Fund,HD110542RQ,,-,-,MF
541856,Tata Mutual Fund,T55HA,,-,-,MF
541857,Tata Mutual Fund,T55HC,,-,-,MF
541858,Tata Mutual Fund,T55HB,,-,-,MF
541859,Tata Mutual Fund,T55HD,,-,-,MF
541860,DSP Mutual Fund,D36MS244RG,,-,-,MF
541861,DSP Mutual Fund,D36MS244RQ,,-,-,MF
541862,DSP Mutual Fund,D36MS244DG,,-,-,MF
541863,DSP Mutual Fund,D36MS244DR,,-,-,MF
541864,DSP Mutual Fund,D36MS244DQ,,-,-,MF
541866,Axis Mutual Fund,AXISWHDGG,,-,-,MF
541867,Axis Mutual Fund,AXISWHGPG,,-,-,MF
541868,Axis Mutual Fund,AXISWHHDD,,-,-,MF
541869,ICICI Prudential Mutual Fund,IPRU3173,,-,-,MF
541870,Axis Mutual Fund,AXISWHQDD,,-,-,MF
541871,Axis Mutual Fund,AXISWHRDD,,-,-,MF
541872,ICICI Prudential Mutual Fund,IPRU3174,,-,-,MF
541873,ICICI Prudential Mutual Fund,IPRU3175,,-,-,MF
541874,ICICI Prudential Mutual Fund,IPRU9375,,-,-,MF
541875,Kotak Mahindra Mutual Fund,KTKFMP243RG,,-,-,MF
541876,ICICI Prudential Mutual Fund,IPRU9376,,-,-,MF
541877,ICICI Prudential Mutual Fund,IPRU9377,,-,-,MF
541878,Kotak Mahindra Mutual Fund,KTKFMP243RD,,-,-,MF
541879,Kotak Mahindra Mutual Fund,KTKIND7RG,,-,-,Equity
541880,Kotak Mahindra Mutual Fund,KTKFMP243DG,,-,-,MF
541881,Kotak Mahindra Mutual Fund,KTKIND7RD,,-,-,Equity
541882,Kotak Mahindra Mutual Fund,KTKIND7DG,,-,-,Equity
541883,Kotak Mahindra Mutual Fund,KTKFMP243DD,,-,-,MF
541884,Kotak Mahindra Mutual Fund,KTKIND7DD,,-,-,Equity
541885,HDFC Mutual Fund,H1487D42DG,,-,-,MF
541886,HDFC Mutual Fund,H1487D42DD,,-,-,MF
541887,HDFC Mutual Fund,H1487D42DQ,,-,-,MF
541888,HDFC Mutual Fund,H1487D42RG,,-,-,MF
541889,HDFC Mutual Fund,H1487D42RD,,-,-,MF
541891,HDFC Mutual Fund,H1122D42DG,,-,-,MF
541892,HDFC Mutual Fund,H1122D42DD,,-,-,MF
541893,HDFC Mutual Fund,H1122D42DQ,,-,-,MF
541894,HDFC Mutual Fund,H1122D42RG,,-,-,MF
541895,HDFC Mutual Fund,H91D42DG,,-,-,MF
541896,HDFC Mutual Fund,H1122D42RD,,-,-,MF
541897,HDFC Mutual Fund,H91D42DD,,-,-,MF
541898,HDFC Mutual Fund,H1122D42RQ,,-,-,MF
541899,HDFC Mutual Fund,H91D42RG,,-,-,MF
541900,HDFC Mutual Fund,H91D42RD,,-,-,MF
541901,Nippon India Mutual Fund,NXXXIX02X,,-,-,MF
541902,Nippon India Mutual Fund,NXXXIX02Z,,-,-,MF
541903,Nippon India Mutual Fund,RXXXIX03X,,-,-,MF
541904,Nippon India Mutual Fund,NXXXIX02D,,-,-,MF
541905,Nippon India Mutual Fund,RXXXIX03Z,,-,-,MF
541906,Nippon India Mutual Fund,NXXXIX02G,,-,-,MF
541907,Nippon India Mutual Fund,RXXXIX03D,,-,-,MF
541908,Nippon India Mutual Fund,RXXXIX03G,,-,-,MF
541909,ICICI Prudential Mutual Fund,IPRU3182,,-,-,MF
541910,ICICI Prudential Mutual Fund,IPRU3183,,-,-,MF
541911,ICICI Prudential Mutual Fund,IPRU9384,,-,-,MF
541912,ICICI Prudential Mutual Fund,IPRU9385,,-,-,MF
541913,ICICI Prudential Mutual Fund,IPRU9386,,-,-,MF
541914,Axis Mutual Fund,AXISWIDGG,,-,-,MF
541915,Axis Mutual Fund,AXISWIDHD,,-,-,MF
541916,Axis Mutual Fund,AXISWIGPG,,-,-,MF
541917,Axis Mutual Fund,AXISWIHDD,,-,-,MF
541918,Axis Mutual Fund,AXISWIRDD,,-,-,MF
541919,Tata Mutual Fund,T55IA,,-,-,MF
541920,Tata Mutual Fund,T55IC,,-,-,MF
541921,Tata Mutual Fund,T55IB,,-,-,MF
